CustomModule19 Id,Portfolio Name,Portfolio Owner,Portfolio Owner ID,Created By,Created by ID,Modified By,Modified by ID,Created Time,Modified Time,Last Activity Time,Tag,Unsubscribed Mode,Unsubscribed Time,AppStore URL,Video,Website,Title,GooglePlay URL,Potential,Review,Categories,Industries,Live in Portfolio,Technologies,Featured Image,Published,Internal Use Only,URL,What Saritasa Did,Our Solution,Images,Quote,Overview,Key Features,Their Challenge,Status,AM Notes?,PM Approved,PM Notes?,PM Approval Date,AM Approval Date,AM Approved,Project Manager,Project Manager Id,Account Manager,Account Manager Id,Account
zcrm_339855000077549206,UGreek Mobile App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:34:58,2021-10-12 17:34:58,,,,,,,UGreek Mobile App,,,,Mobile;Web,Lifestyle,true,,UGreek_featured.png,2014-10-03 14:33:35,false,https://www.saritasa.com/portfolio/ugreek-mobile-app/,"SaaS Development

Conference Connector supports white label SaaS development of event applications for other brands providing a powerful, cost-effective, and fast to market solution for companies needing a feature rich event application with the same capabilities.

Content Management System

The web-based content management system (CMS) provides a user-friendly, scalable solution for fraternity and sorority chapter leaders to manage their chapter information, organize meetings and events, provide real-time access to agendas and materials, and so much more.

App Customization

Everything within UGreek is fully customizable. Chapter colors, logos, member photos, and content categories can be added, modified, and updated as needed.

Secure Social Communication

The UGreek app is a password protected communication platform that unifies active chapter members and keeps them connected through real-time chatting and push notifications.","The UGreek App, a cross-platform app for iOS and Android devices, was built utilizing the Conference Connector SaaS development framework that was custom built by Saritasa developers.",UGreek_screenshots.png,,,,UGreek came to Saritasa with a goal of keeping fraternity and sorority chapters in touch and organized nationwide.,,,false,,,,false,,,,,
zcrm_339855000077549207,IronLinks App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:34:37,2021-10-12 17:34:37,,,,,,,IronLinks App,,,,Mobile;Web,Business Services,true,,IronLinks_featured.png,2014-09-30 16:15:45,false,https://www.saritasa.com/portfolio/ironlinks-mobile-app/,"SaaS Development

IronLinks was built using Conference Connector SaaS development. This application utilizes a cloud-based content management system to centralize and develop conference gatherings and events. The customization and white label features offered within Conference Connector were ideal for IronLinks because they are fully configurable and can be updated in real-time.

Content Management System

Using a web-based content management system provides convenient and efficient editing for country club administrators. They can update content, send reminders and push notifications in real-time to members. The application is password protected so only members can access the information within the app.

Components & Modular Design

The goals behind the development of IronLinks were to provide members with access to club resources like events, member lists, rules, etc. Administrators can select the categories desired for each club; having full customization options is one of the most desirable features of the IronLink application. Any and all branding is possible. Fully customizable, the modular design of the app grants admin the creative freedom to design logos, images, color schemes and more; all while maintaining the branding members have grown accustomed to recognizing whenever they’re at the country club. Members can access tournament schedules, guest policies, rosters, dining schedules and much more, right at their fingertips.","IronLinks was built utilizing the Conference Connector SaaS development framework built by Saritasa developers. For companies who don’t have a large budget for custom mobile application development, Conference Connector is the answer. Conference Connector allows you to create white label applications for events, conferences, and any other type of function or organization. In doing so, country clubs can save their budget for what really matters – keeping their members happy and informed on the latest events.",IronLinks_screenshots.png,,,,"IronLinks is dedicated to country clubs nationwide and provides administrators with the tools to manage club members’ accounts, custom content, and events. Club members can access an organized system that keeps them connected in real-time to their country club.",,,false,,,,false,,,,,
zcrm_339855000077549208,BreVve Website & App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:32:53,2021-10-12 17:32:53,,,,,,,BreVve Website & App,,,,Custom;Mobile;Web,Lifestyle,true,iOS;L.A.M.P.,BreVve_featured.png,2014-09-30 07:01:53,false,https://www.saritasa.com/portfolio/brevve-website-ios-app/,"Contact Management

Access and organize contacts from multiple sources using the BreVve Website and iPhone content management system. Browse email accounts like Yahoo, Gmail, Outlook and more to see which associates or relatives use OneCarde™, and decide whether to sync details. BreVve also provides a small, focused news feed to see when friends or associates join, so users can request to sync contact details immediately.

Privacy Categories

The BreVve Website and iPhone App offers multiple privacy settings to best fit the type of contact, with the option to assign contacts to a Friends, Acquaintance or Business category. Users delegate which personal details are shared within each category, including only the preferred information to display to such contacts.

Data Exchange

The BreVve system creates the opportunity for users to exchange data between iPhones by physically bumping the two phones together. The action transfers the contact information as a virtual card to be saved into the system.

Cloud Storage

The BreVve Website and iPhone App stores all contact information in the cloud, saving changed details to both the application and website. The smart system will even eliminate duplicates that it detects in numbers or addresses, helping to dispose of unnecessary contact logs with the same information.",Saritasa web developers built the BreVve Website using the open-source LAMP development platform. The BreVve iPhone App was developed by our team of skilled mobile developers using Apple’s Native iOS SDK.,BreVve_screenshots.png,,,,"DynamiteBrain, Inc. wanted to build a platform that would efficiently organize contact information for business and personal connections.

The BreVve Website and iPhone App was designed to do just that. The management system shares, stores and spreads correspondences across web and mobile platforms while giving users more privacy and control.",,,false,,,,false,,,,,
zcrm_339855000077549209,Wazood Classifieds Website & CMS,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 14:12:47,2021-02-08 14:12:47,,,,,,,Wazood Classifieds Website & CMS,,,,Web,Education,true,L.A.M.P.;MySQL;PHP,Wazood_featured.png,2014-09-26 16:47:31,false,https://www.saritasa.com/portfolio/wazood-classifieds-website/,"L.A.M.P. Development

Saritasa’s development team worked closely with Wazood’s founders to create a website that was designed with college students in mind. Implementing L.A.M.P. (Linux, Apache, MySQL, PHP) development, our team created a dynamic website that allows students to easily sign up, post content for sale, and browse for things they need to purchase. Wazood.com is organized by university, so students can browse from the local university of their choice.

Content Management System (CMS)

The Wazood website built as a custom CMS to provide website administrators full control over the content posted on the site. These capabilities include adding new categories, such as For Sale, Free Stuff, and Textbooks. Other categories include Housing, Services, and My Campus. Each category has subcategories which make it easy to find a specific item you are searching for. Admin can also add, edit, and delete college or universities as well.

Wireframes & User Interface

Saritasa’s design team created the custom wireframes and design to create a user-friendly website from top to bottom. They worked closely with the client to clearly format both the business objectives and the creative aspects of the website layout. The final product is a website that is both highly functional and aesthetically pleasing. The user interface was designed to be crisp, clean and easy to use for college students nationwide. The website gives users a centralized location to buy and sell goods and save money! Additionally, students can use Wazood to find access to tutoring resources and local housing options.","Saritasa developed Wazood, a classifieds website that connects students who are buying and selling school supplies and other materials.",Wazood_screenshots.png,,,,"Wazood founders are college students themselves, and they know firsthand the painstaking process of paying full price for books, attempting to sell them back at the end of the semester, and getting a fraction of what they paid. Because of this frustration, Wazood was born.",,,false,,,,false,,,,,
zcrm_339855000077549210,Blue Sky Website & CMS,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 12:09:48,2021-02-08 12:09:48,,,,,,http://bluecomm.com/,Blue Sky Website & CMS,,,,Web,,true,Wordpress,BlueSky_featured.png,2014-09-26 03:28:10,false,https://www.saritasa.com/portfolio/blue-sky-website-development/,"Custom WordPress Development

Our team of developers created a custom website design that maintained a high level of professionalism while also promoting the aesthetics of the industry. With the levels of technicality within this industry, Blue Sky still wanted to maintain an attractive website that is enjoyable to visit. Saritasa’s design team created and customized an animation on the homepage of the website that has a unique look and sets the website apart from others in the industry. The theme and layout of the website remains clean and easy to navigate so users can find exactly what they’re looking for on the homepage.

Content Management System (CMS)

Blue Sky offers various services within the wireless telecommunications industry, and needed a CMS with the capabilities to add and edit material, graphics, and video whenever an update was necessary. A customized WordPress solution was implemented for the management of all Blue Sky material online. WordPress has been a very functional content management system for Blue Sky and serves to store documents, control revising of these documents, and monitoring the publishing of any content.

Responsive Design

Saritasa developers implemented best practices in developing a website that maintains responsive web design. Responsive design is an approach that aims at creating an optimal viewing experience for users. Minimum resizing and navigation leads to easier reading across a broad wide range of devices (from mobile phones, to desktop computers to laptops). Saritasa’s team optimized the Blue Sky website with the responsive design approach so it can be accessed from any device, anywhere.",Saritasa developed the new Blue Sky website that aligns perfectly with a professional services company serving the wireless telecommunications industry.,BlueSky_screenshots.png,,,,Blue Sky Communications is an industry leader in wireless telecommunication installation and they came to Saritasa with the need for a new WordPress website with a custom theme and design.,,,false,,,,false,,,,,
zcrm_339855000077549211,RxPrep Website & Apps,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:58:57,2021-02-08 13:58:57,,,,,,https://www.rxprep.com/,RxPrep Website & Apps,,,,Custom;Mobile;Web,Education;Medical / Pharma,true,Android;iOS;L.A.M.P.;MySQL;PHP,RxPrep_featured.png,2014-09-25 17:19:01,false,https://www.saritasa.com/portfolio/rxprep-website-mobile-app/,"LAMP Development & User Interface

The RxPrep website was developed utilizing the LAMP (Linux, Apache, MySQL, and PHP) open source software bundle to create an efficient user interface (UI) and secure backend management.

B2B Module

A B2B module was developed to allow RxPrep’s business clients to open accounts and form their own privately controlled groups. Employers and schools can import student lists, grant students access to predetermined content, and create customized tests for their students using RxPrep’s content.

Cross-Platform Application Development

The mobile application was built to provide end users with a cohesive and universal product experience on their platform of choice whether desktops, Android, or iOS devices.

Account Management Tool

A complex account management tool was built integrated with the RxPrep CMS to allow very granular, secure access for end users.

Portable Offline Access

Our developers integrated offline content access into the mobile app to allow for offline video playback and content downloads increasing usability and demand for RxPrep products.

Content Management System (CMS)

A custom, scalable CMS was developed to provide efficient workflow solutions for website content management for the RxPrep team.

Amazon Fulfillment Center Integration

The RxPrep custom built eCommerce store is fully integrated with Amazon to facilitate secure product sales, fulfillment, and tracking.

Disabled Double Logins

To protect both RxPrep’s business model and their customers, double logins are disabled to prevent users from sharing login credentials.

Self-Healing Cloud Infrastructure

Saritasa built a self-healing cloud infrastructure (H/A, F/T) on Amazon AWS to detect when there are server operation errors or excessive load due to high traffic resulting in bigger latency. Necessary adjustments are made automatically to restore system performance/latency, saving RxPrep both time and money on maintenance.

Streaming on Desktop & Mobile Devices

Intelligent solutions were implemented to allow RxPrep administrators to manage and publish video content on demand and without the need for technical knowledge. The RxPrep videos were transcoded and segmented to different audio/video codes supported by different operating systems. Videos were also deployed in the content delivery network for faster access. Currently, RxPrep streams video to iOS, Android, and web devices utilizing HLS, RTMP, RTSP protocols.","Saritasa developed the RxPrep Student Learning Portals, eCommerce Site, and Mobile Applications for Android and iOS devices.",RxPrep_screenshots.png,,,,"RxPrep is a top rated NAPLEX® Board Review preparation program, offering pharmacy students worldwide top-level review courses and practice testing modules for all licensure exams in the industry. This client needed a highly skilled development team to build the learning portals, testing modules, integrated mobile apps, and website with superior functionality and security as a top priority.",,,false,,,,false,,,,,
zcrm_339855000077549212,5Clicks iOS App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Tristan Guinto,zcrm_339855000054995092,2020-10-29 19:32:03,2021-07-21 14:38:13,2021-07-21 14:38:13,,,,https://itunes.apple.com/us/app/5-clicks/id879734448,,https://www.memosamples.com/,5Clicks iOS App,https://play.google.com/store/apps/details?id=com.themomgroup.fiveclicks,,zcrm_339855000081159106,Mobile,Manufacturing;Retail,true,iOS,5Clicks_featured.png,2014-09-16 16:27:58,false,https://www.saritasa.com/portfolio/5clicks-ios-app-development/,"Objective C Language

As experts in Objective C programming, Apple’s native language for iOS development, our development team delivered a finished 5Clicks app that is both advanced in functionality and user-friendly. We worked through a collaborative effort with the client during the entire project; they provided designs and the API, and our team developed the application. Working from a consultative approach creates projects that run smoothly and a product solution that the client is very happy with.

API Integration

Before the iOS app was created, the client had an existing web application in place that operated similarly. Our developers integrated the existing API from the web application to the iOS app. With the client’s API already in place, our developers worked with the current UI (user interface) and design. They also assisted in programming the product specs, the shopping cart, and shipping information to flow smoothly and maintain secure information.

Textile Selections

Within in the application, a user can select the manufacturer, fabric application, furniture model, grade of fabric, length of fabric, and even the total number of furniture pieces they are shopping for. Once that information has been gathered, the SKUs are given to the user. SKU, or Stock Keeping Unit, is a way for manufacturers and vendors to manage an accurate count on what they have in their inventory. The pieces on hand that fit the description that was input by the user become visible as a thumbnail in the app. There is also a Refine Search option, with selections available in Type, Style, and Color. A strong benefit of the 5Clicks app is all fabrics are pre-approved, in stock and updated in real-time.","Our team of developers worked with Momentum Textiles to develop an image-rich application system that would allow their clients to search, browse and purchase with ease.",5Clicks_screenshots.png,,,,"In the fabric industry, a mobile application was needed to provide better methods of organizing and facilitating the purchasing of swatches from vendors and distributors nationwide.",Published,,false,,,,false,Tristan Guinto,zcrm_339855000054995092,,,
zcrm_339855000077549213,Turtle Beach Retail Kiosk,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 14:09:28,2021-02-08 14:09:28,,,,,,,Turtle Beach Retail Kiosk,,,,Mobile,Retail,true,Android,TurleBeach_featured.png,2014-09-12 17:35:23,false,https://www.saritasa.com/portfolio/turtle-beach-retail-kiosk/,"Audio/Video Development

Our team of expert audio/video engineers and android developers worked together to deliver an exceptional sound and visual experience within the application true to the gaming experience.

Custom API Development & Integration

A custom back end API was built and integrated with the Turtle Beach content management system to support remote updates to content within the kiosk application, and to allow administrators to keep track of inventory levels in the stores.

In-Store Demos

The Turtle Beach Retail Kiosk serves to allow consumers to try out a range of headsets and access content such as video game trailers via an embedded tablet in stores before they buy. The app controls a custom Bluetooth soundboard, which allows users to test sound using real headphones. This is a strong selling point for potential customers; being able to hear the high-quality sound before purchasing is the best way for users to find the product that will satisfy their gaming needs.",Saritasa built the interactive Android tablet kiosk to showcase featured Turtle Beach gaming headsets in the Best Buy stores.,TurleBeach_screenshots.png,,,,"Turtle Beach designs and markets industry-leading, award-winning gaming headsets that are lightweight, comfortable, and have amazing audio quality. Allowing consumers to test headsets and hear the high-quality sound before purchasing is the best way for users to find the product that will satisfy their gaming needs.",,,false,,,,false,,,,,
zcrm_339855000077549214,Fantasy Suite Website & Mobile Apps,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 13:24:37,2021-02-08 13:24:37,,,,,,,Fantasy Suite Website & Mobile Apps,,,,Mobile;Web,Sports,true,Android;iOS,FantasySuite_featured.png,2014-08-20 15:52:24,false,https://www.saritasa.com/portfolio/fantasy-suite-iphone-android-website-development/,"API Integration

Application program interface (API) integration from Yahoo! Fantasy Football and MyFantasyLeague.com to aggregate the statistics and informational data into Fantasy Suite.

Push Notifications Feature

Convenient push notifications in the mobile app alert users when one of their players scores, get points, or sustains an injury without the need to log into their accounts.

News Source Integration

9 RSS sports news feeds and an XML feed from RotoWire were integrated into Fantasy Suite allowing for real-time updates about players and teams from the most trusted sources. In addition, 60 unique Twitter handles from Fantasy Football experts sharing their opinions on players, updates, and other breaking news were integrated.",Saritasa developed the Fantasy Suite website and mobile application for iPhone and Android devices. Fantasy Suite pulls all informational data from both Yahoo! Fantasy Football and MyFantasyLeague.com into a single application. Fantasy Suite allows users to follow and keep track of weekly scores for their favorite teams and players.,FantasySuite_screenshots.png,,,,Fantasy Suite allows you to view all the informational about football teams and players in one place instead of needing to check multiple sites.,,,false,,,,false,,,,,
zcrm_339855000077549215,AROSurgical eCommerce Site,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-02-08 11:22:55,2021-02-08 11:22:55,,,,,,https://www.arosurgical.com/,AROSurgical eCommerce Site,,,,Web,Medical / Pharma,true,Magento,AROSurgical_featured.png,2014-08-08 17:22:00,false,https://www.saritasa.com/portfolio/arosurgical-ecommerce-development/,,,"AROSurgical_slide1.png
AROSurgical_slide2.png
AROSurgical_slide3.png
AROSurgical_slide4.png",,"AROSurgical.com is an eCommerce site providing the finest, hand-held micro surgical instruments worldwide. With extensive knowledge in website design, development, and database programming, Saritasa excels at creating custom eCommerce websites. Our team of developers and designers were chosen by AROSurgical Instruments, Inc. to create a professional, secure eCommerce site that is both user-friendly for customers and easy to maintain by the AROSurgical team.","API Integration: To make online shopping quick and easy for customers, Saritasa developers used integrated the Authorize.net and FedEx APIs with the AROSurgical eCommerce site to maintain secure payment processing and shipping services. 
Content Management System: The AROSurgical eCommerce site was built on the Magento platform. Saritasa developers customized the content management system (CMS) to create a more user-friendly environment for the client’s employees to manage the products, orders, and all other website content. 
Custom Magento Design: Saritasa web designers created a custom Magento template for the AROSurgical eCommerce site incorporating existing logo and brand imaging.",,Published,,false,,,,false,,,,,
zcrm_339855000077549216,IIO Systems Web & iOS App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:32:24,2021-10-12 17:32:24,,,,,,http://iiosystems.com/,IIO Systems Web & iOS App,,,,Mobile;Web,Restaurant,true,,IIOSystems_featured.png,2014-07-17 16:38:28,false,https://www.saritasa.com/portfolio/iio-systems-app-development/,,,"IIOSystems_slide1.png
IIOSystems_slide2.png
IIOSystems_slide3.png
IIOSystems_slide4.png",,"Restaurant and bar owners can breathe easy when it comes to purchasing alcohol for their business. Using Intelligent Inventory & Ordering Systems, or IIO Systems, operators can determine the products they need to purchase. IIO is a revolutionary ordering system that assists restaurant and bar owners with accurate inventory orders every time! Saritasa’s skilled development team worked with IIO Web Systems to develop both the iPad app and the website for convenient inventory tracking and one-touch automated ordering.","Predictive Software Development: IIO Systems can analyze the patterns and quantities sold in the past to determine current ordering needs. Say a bar uses 50 ounces of tequila for margaritas in a given week. If the bar accounts for 40 ounces of tequila sold, IIO Systems creates a report showing the operator what was lost, providing vital information for future purchasing. Whether the bartenders are over-pouring or giving alcohol away, the IIO Systems application uses its’ Loss Prevention Tool to access how much of all product was lost. The IIO System not only calculates the alcohol needed for future drinks, but it also accounts for all other ingredients as well. The system uses predictive software to tell operators how much of the other ingredients needed to purchase for upcoming weeks. Saritasa developers built the app with advanced capabilities to integrate with any POS system in the industry. 

Drag & Drop Inventory Management: Using IIO Systems, operators are able to set the system up around their business instead of having to change their business structure to adapt to the system. With a drag and drop feature, operators can organize the IIO Systems program around their business, and with the handheld app, these actions can be performed on a mobile device. Using the app, any operator can enter the inventory on location and with ease. The predictive software accounts for historic data (how much has sold in a previous time frame), time of year, time of day, and even includes the weather. These factors can be implemented to adjust orders accordingly. Saritasa’s team of developers integrated the client’s API with the current system used. 

Programming Language & Design: Apple’s native language Objective C was used to design this iPad application. Saritasa’s design team also worked strategically with the client to create a logo design and branding that fit the idea behind the software. Our expert web developers created a Content Management System that is easy to use for operators, while remaining efficient and accurate from the back-end admin side.",,,,false,,,,false,,,,,
zcrm_339855000077549217,OPOLI Web & iOS App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:32:09,2021-10-12 17:32:09,,,,https://itunes.apple.com/us/app/opoli/id872133514,,https://opoli.com/,OPOLI Web & iOS App,,,,Mobile;Web,Automotive;Lifestyle;Transportation,true,iOS;MySQL;Python,OPOLI_featured.png,2014-06-30 15:44:03,false,https://www.saritasa.com/portfolio/opoli-ios-application-web-development/,,,"OPOLI_slide1.png
OPOLI_slide2.png
OPOLI_slide3.png
OPOLI_slide4.png",,"Saritasa announces the completion of development for the brand new ride-sharing service, Opoli. Saritasa built the web app and the iOS app for Opoli, whose goal is to revamp the way people use applications for finding a taxi. Opoli was designed to connect the rider directly to the driver with ease.

Using the same service provider model as for transportation services, Opoli aims to become the go-to app for any service consumers may need; dog grooming, plumbing, or even having your valet parked.","Price Negotiation: With Opoli, consumers can create their own price points for transportation services. Users simply state their desired price point, and service providers (drivers) can respond by accepting or countering their offer. The unique benefit of this service is the consumer and the provider can negotiate a price before the service even begins. The iPhone application utilizes GPS functionality so local drivers can respond immediately to local requests. Drivers receive a summary of the requested ride along with the price the rider would like to pay. Ratings, images of providers and their cars and the respective offer amount appears on the customer’s iPhone on a map, so the customer has the information to make the best ride choice. 
Consumer & Driver iOS App: Opoli is primarily an iPhone app, but can be used on the iPad as well. Saritasa app developers built the iOS application for both the consumer and the provider using Objective-C, Apple’s native programming language. The user interface was designed to be user friendly for consumers with a clean, modern design. For drivers, the goal of the UI design was simply to be easy to use. In providing an app for both users and service providers, Opoli allows consumers to do business directly on their own terms. 
Web App Development: In addition to the iOS app, our development team built the Opoli web app as a widget on the Opoli website providing the same functionality as the consumer iPhone app. This way, users have the option to search for services through the website or through their iPhone app. PHP and MySQL was used in the database system development to accommodate the large data needs of Opoli. Node.JS development was utilized to ensure Opoli would be a fast and efficient network application. Node.JS was particularly implemented for its I/O model, which runs real-time applications across distributed devices.",,,,false,,,,false,,,,,
zcrm_339855000077549218,ePlace Solutions Web App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:31:46,2021-10-12 17:31:46,,,,,,https://public.eplaceinc.com/,ePlace Solutions Web App,,,,Web,Business Services;Legal / Insurance,true,,ePlaceSolutions_featured.png,2014-06-20 19:19:07,false,https://www.saritasa.com/portfolio/eplace-solutions-web-application/,,,"ePlaceSolutions_slide1.png
ePlaceSolutions_slide2.png
ePlaceSolutions_slide3.png",,"Saritasa is pleased to announce the development of the ePlace Solutions Web Application, a service available for the customers of insurance companies who are clients of ePlace Solutions. This product, developed by Saritasa’s skilled team of web developers, is focused towards Management teams who are striving to reduce their risks of legal ramifications through data breaches and other security measures that insurance companies face.
The primary function behind ePlace Solutions is to protect Insurance companies by protecting their customers. In doing so, ePlace Solutions can save hundreds of thousands of dollars in court fees, legal fees, and fines for data breaches. ePlace Solutions is a custom web application developed by Saritasa’s team of skilled web developers, with expertise in XHTML, CSS, JavaScript and more.","Reporting Potential Breaches: The ePlace Solutions application focuses specifically on the monitoring and maintenance of potential incidents for customers. The product allows the employees to report a potential data breach or incident, document when a potential breach is acted upon, and guides the user through the process of responding to the incident. The application also documents what updates have occurred and specifies when they were submitted to the incident. Finally, it gives a company’s legal team the ability to view the actions taken by an employee; which helps to address if the user implemented best practices to take care of the data breach. 
Solution Design & UI: Saritasa’s team created new API calls for this project using MS SQL. The system was built to be compatible with the client’s existing database. Saritasa’s design team created a professional and appealing website design for users and employees. Designers worked to keep the branding consistent between the web application and the site as a whole. 
Application Development: Our developers used their expertise and skills to design a service that would save insurance companies money, time, and stress. With ePlace Solutions, noting a breach or incident is quick and easy, and can be done immediately. The database architects here at Saritasa designed the web application to secure vital data, and also enhanced the current features of ePlace Solutions’ services. Our development team plans to integrate Cloud Computing as a highly secure method of digital storage; providing all the information that users need whenever or wherever they are.",,,,false,,,,false,,,,,
zcrm_339855000077549219,My Open Road Website & App,Kostya Bukin,zcrm_339855000038345001,Kostya Bukin,zcrm_339855000038345001,Sabrina Froehlich,zcrm_339855000021601023,2020-10-29 19:32:03,2021-10-12 17:30:32,2021-10-12 17:30:32,,,,,,http://www.myopenroad.com/,My Open Road Website & App,https://play.google.com/store/apps/details?id=com.myopenroad,,,Custom;Mobile;Web,Lifestyle;Transportation,true,Android;iOS;Java,MyOpenRoad_featured.png,2014-05-27 16:10:53,false,https://www.saritasa.com/portfolio/my-open-road-app-development/,,,"MyOpenRoad_slide1.png
MyOpenRoad_slide2.png
MyOpenRoad_slide3.png
MyOpenRoad_slide4.png",,"Saritasa provided development for the My Open Road Website and Mobile App for Android and iOS devices. My Open Road (MOR) promotes energy conservation through creating a fun, social competition between friends. The mission of MOR is to create a reward-based system with incentives that encourages users to make simple changes in their lifestyle and get rewards for doing so.","Social Responsibility Score: The Social Responsibility Score (SRS) is geared by incentives. Once a user begins accumulating points in any mode of travel, they can redeem their rewards at participating merchants, like restaurants and local boutiques. Through My Open Road’s marketing website, businesses can sign up and reward their customers for saving energy. In offering specials offers to customers, businesses show how socially responsible they are, and gain new business for a great cause. The incentive in being more energy efficient results in social change and creates an easy way for business to market themselves. 

Programming Languages: Java, Android’s native programming language, and Objective C (Apple’s native programming language) was used in developing the front-end mobile application. The My Open Road website was developed using both HTML and JavaScript languages. These languages were implemented to include all the best features in design, navigation, and optimization. The HTML script was implemented in order to support multimedia and graphic content on the site, including videos and live feeds. Our client wanted a promotional website that could host multitudes of information that is both captivating and informative for their audience. 

User Interface: The main goal behind the website and app design was to increase efficiency and make both platforms easy to navigate. The interface is clean, modern and easy to use. Saritasa’s design team created the wireframes for the iOS application, maintaining the design and layout of My Open Road’s unique branding. The focus of development on both apps was to create an interactive place for users to educate themselves on their carbon footprint, reducing Co2 emissions, and provide insight on how we can all do our part to help save the world. 

Travel Modes & GPS Tracking: Saritasa’s team of developers worked with the client’s current backend API to create specific user modes for this application. The patent pending technology allows the application to detect the type of transportation being used (whether it may be biking, driving, walking, etc.) to create and maintain energy-efficient travel modes. In each mode, users can see how much money they’ve saved in gas mileage and how many miles they have traveled. The GPS tracking capabilities in the app track how far users go, in any of the travel modes, and calculates points earned based on the distance traveled. The more energy efficient the travel methods are, the more points earned.",,,,false,,,,false,,,,,
